,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
0,0,public_keyword,8.187894806610529e-16,80,80,0
1,1,acl,8.187894806610529e-16,6,6,0
2,2,created,8.187894806610529e-16,6,6,0
3,3,reader,8.187894806610529e-16,6,6,0
4,4,createdirwithhttp,7.91033905045424e-16,6,6,0
5,5,createsnapshot,7.91033905045424e-16,6,6,0
6,6,directory,7.91033905045424e-16,6,6,0
7,7,folder,7.91033905045424e-16,6,6,0
8,8,gethadoopusers,7.91033905045424e-16,6,6,0
9,9,hadoopusersconftesthelper,7.91033905045424e-16,6,6,0
10,10,init,7.91033905045424e-16,6,6,0
11,11,no,7.91033905045424e-16,6,6,0
12,12,touri,7.91033905045424e-16,6,6,0
13,13,write,7.91033905045424e-16,6,6,0
14,14,assertnotnull,1.1102230246251565e-16,28,28,0
15,15,loc,0.0,80,80,0
16,16,abstract_keyword,0.0,0,0,0
17,17,assert_keyword,0.0,68,68,0
18,18,boolean_keyword,0.0,0,0,0
19,19,break_keyword,0.0,0,0,0
20,20,byte_keyword,0.0,7,7,0
21,21,case_keyword,0.0,1,1,0
22,22,catch_keyword,0.0,7,7,0
23,23,char_keyword,0.0,0,0,0
24,24,class_keyword,0.0,18,18,0
25,25,continue_keyword,0.0,0,0,0
26,26,default_keyword,0.0,9,9,0
27,27,do_keyword,0.0,22,22,0
28,28,double_keyword,0.0,0,0,0
29,29,else_keyword,0.0,0,0,0
30,30,enum_keyword,0.0,0,0,0
31,31,exports_keyword,0.0,0,0,0
32,32,extends_keyword,0.0,0,0,0
33,33,final_keyword,0.0,39,39,0
34,34,finally_keyword,0.0,25,25,0
35,35,float_keyword,0.0,0,0,0
36,36,for_keyword,0.0,23,23,0
37,37,if_keyword,0.0,20,20,0
38,38,implements_keyword,0.0,0,0,0
39,39,import_keyword,0.0,0,0,0
40,40,instanceof_keyword,0.0,0,0,0
41,41,int_keyword,0.0,10,10,0
42,42,interface_keyword,0.0,0,0,0
43,43,long_keyword,0.0,5,5,0
44,44,modules_keyword,0.0,0,0,0
45,45,native_keyword,0.0,0,0,0
46,46,new_keyword,0.0,58,58,0
47,47,package_keyword,0.0,0,0,0
48,48,private_keyword,0.0,0,0,0
49,49,protected_keyword,0.0,0,0,0
50,50,requires_keyword,0.0,0,0,0
51,51,return_keyword,0.0,13,13,0
52,52,short_keyword,0.0,1,1,0
53,53,static_keyword,0.0,0,0,0
54,54,strictfp_keyword,0.0,0,0,0
55,55,super_keyword,0.0,0,0,0
56,56,switch_keyword,0.0,0,0,0
57,57,synchronized_keyword,0.0,0,0,0
58,58,this_keyword,0.0,5,5,0
59,59,throw_keyword,0.0,75,75,0
60,60,throws_keyword,0.0,75,75,0
61,61,transient_keyword,0.0,0,0,0
62,62,try_keyword,0.0,36,36,0
63,63,void_keyword,0.0,80,80,0
64,64,volatile_keyword,0.0,0,0,0
65,65,while_keyword,0.0,0,0,0
66,66,true_keyword,0.0,15,15,0
67,67,null_keyword,0.0,23,23,0
68,68,false_keyword,0.0,27,27,0
69,69,const_keyword,0.0,0,0,0
70,70,goto_keyword,0.0,0,0,0
71,71,keywordcount,0.0,80,80,0
72,72,$radius,0.0,1,1,0
73,73,$side,0.0,1,1,0
74,74,&infofilters=info2%20eq%203,0.0,1,1,0
75,75,&snapshotname=snap-renamed,0.0,1,1,0
76,76,*,0.0,3,3,0
77,77,+,0.0,1,1,0
78,78,-,0.0,1,1,0
79,79,---,0.0,2,2,0
80,80,/,0.0,4,4,0
81,81,//,0.0,3,3,0
82,82,//localhost,0.0,21,21,0
83,83,/acldirtest,0.0,1,1,0
84,84,/aclfiletest,0.0,1,1,0
85,85,/file,0.0,2,2,0
86,86,/file1,0.0,1,1,0
87,87,/file2,0.0,1,1,0
88,88,/foo,0.0,1,1,0
89,89,/html,0.0,1,1,0
90,90,/noacls,0.0,1,1,0
91,91,/noxattr,0.0,1,1,0
92,92,/perm,0.0,1,1,0
93,93,/perm/none,0.0,1,1,0
94,94,/perm/p-321,0.0,1,1,0
95,95,/perm/p-654,0.0,1,1,0
96,96,/perm/p-777,0.0,1,1,0
97,97,/rm,0.0,1,1,0
98,98,/test,0.0,1,1,0
99,99,/tmp,0.0,5,5,0
100,100,/tmp/foo,0.0,5,5,0
101,101,/tmp/foo1,0.0,1,1,0
102,102,/tmp/foo2,0.0,1,1,0
103,103,/tmp/log,0.0,1,1,0
104,104,/tmp/notunmasked,0.0,1,1,0
105,105,/tmp/notunmaskeddir,0.0,1,1,0
106,106,/tmp/tmp-snap-allow-test,0.0,1,1,0
107,107,/tmp/tmp-snap-diff-exc-test,0.0,1,1,0
108,108,/tmp/tmp-snap-diff-test,0.0,1,1,0
109,109,/tmp/tmp-snap-disallow-exception-test,0.0,1,1,0
110,110,/tmp/tmp-snap-disallow-test,0.0,1,1,0
111,111,/tmp/tmp-snap-test/,0.0,4,4,0
112,112,/tmp/unmasked,0.0,1,1,0
113,113,/tmp/unmaskeddir,0.0,1,1,0
114,114,/tmplog,0.0,1,1,0
115,115,/webhdfs/v1,0.0,1,1,0
116,116,/webhdfs/v1/foo,0.0,1,1,0
117,117,/webhdfs/v1/tmp/foo,0.0,1,1,0
118,118,/webhdfs/v1{0},0.0,3,3,0
119,119,/ws/,0.0,1,1,0
120,120,/ws/chat/bob,0.0,1,1,0
121,121,/ws/v2/,0.0,20,20,0
122,122,/ws/v2/timeline/,0.0,5,5,0
123,123,/xattrtest,0.0,1,1,0
124,124,0,0.0,4,4,0
125,125,0000,0.0,1,1,0
126,126,001,0.0,1,1,0
127,127,1,0.0,5,5,0
128,128,10px,0.0,1,1,0
129,129,1425016502010,0.0,1,1,0
130,130,14px,0.0,1,1,0
131,131,1@,0.0,1,1,0
132,132,2,0.0,2,2,0
133,133,3,0.0,2,2,0
134,134,321,0.0,1,1,0
135,135,4,0.0,1,1,0
136,136,5,0.0,1,1,0
137,137,5&createdtimestart=1425016502030&,0.0,1,1,0
138,138,618,0.0,1,1,0
139,139,654,0.0,1,1,0
140,140,700,0.0,7,7,0
141,141,755,0.0,1,1,0
142,142,777,0.0,3,3,0
143,143,=1425016502010,0.0,1,1,0
144,144,[oak,0.0,2,2,0
145,145,\,0.0,1,1,0
146,146,\d{3},0.0,1,1,0
147,147,\d{6},0.0,1,1,0
148,148,\d{8},0.0,1,1,0
149,149,\{\,0.0,1,1,0
150,150,\},0.0,1,1,0
151,151,_1,0.0,1,1,0
152,152,a,0.0,12,12,0
153,153,a1,0.0,2,2,0
154,154,a2,0.0,1,1,0
155,155,ab7822c10f1111,0.0,1,1,0
156,156,about,0.0,1,1,0
157,157,accurately,0.0,1,1,0
158,158,acl-based,0.0,1,1,0
159,159,aclbit,0.0,2,2,0
160,160,aclentries,0.0,2,2,0
161,161,aclentryscope,0.0,2,2,0
162,162,aclentrytype,0.0,2,2,0
163,163,aclgroup1,0.0,2,2,0
164,164,acls,0.0,3,3,0
165,165,aclspec,0.0,2,2,0
166,166,aclspec=,0.0,3,3,0
167,167,aclspec=user,0.0,2,2,0
168,168,aclstatus,0.0,3,3,0
169,169,acluser1,0.0,2,2,0
170,170,acluser2,0.0,2,2,0
171,171,add,0.0,2,2,0
172,172,addcolumn,0.0,1,1,0
173,173,addconfigs,0.0,1,1,0
174,174,addconverterfactory,0.0,2,2,0
175,175,added,0.0,2,2,0
176,176,addendpoint,0.0,1,1,0
177,177,addentity,0.0,2,2,0
178,178,addfamily,0.0,1,1,0
179,179,addinfo,0.0,1,1,0
180,180,addmetrics,0.0,1,1,0
181,181,addsystemacl,0.0,1,1,0
182,182,admin,0.0,1,1,0
183,183,adminugi,0.0,1,1,0
184,184,adminuser,0.0,2,2,0
185,185,after,0.0,1,1,0
186,186,all,0.0,4,4,0
187,187,allof,0.0,3,3,0
188,188,allow,0.0,2,2,0
189,189,allowed,0.0,1,1,0
190,190,allowsnapshot,0.0,5,5,0
191,191,already,0.0,1,1,0
192,192,always,0.0,1,1,0
193,193,an,0.0,1,1,0
194,194,and,0.0,10,10,0
195,195,annotatedclientendpoint,0.0,1,1,0
196,196,another,0.0,3,3,0
197,197,anymore,0.0,1,1,0
198,198,api,0.0,5,5,0
199,199,app,0.0,13,13,0
200,200,app-attempt-1,0.0,1,1,0
201,201,app-attempt-2,0.0,1,1,0
202,202,app-attempt1,0.0,1,1,0
203,203,app-attempt2,0.0,1,1,0
204,204,app-error,0.0,1,1,0
205,205,app1_group1,0.0,1,1,0
206,206,app1_group12,0.0,1,1,0
207,207,app1_group1_2,0.0,1,1,0
208,208,app1_group2,0.0,1,1,0
209,209,app2,0.0,1,1,0
210,210,app2_group1,0.0,1,1,0
211,211,appattempts/app-attempt-1/containers,0.0,1,1,0
212,212,appattempts/app-attempt-2/containers,0.0,1,1,0
213,213,appdirclean,0.0,1,1,0
214,214,appdirempty,0.0,1,1,0
215,215,appdirholdbydir,0.0,1,1,0
216,216,appdirholdbyfile,0.0,1,1,0
217,217,appdirname,0.0,1,1,0
218,218,append,0.0,1,1,0
219,219,appid,0.0,1,1,0
220,220,application,0.0,3,3,0
221,221,application_1501509265053_0001,0.0,1,1,0
222,222,applicationattemptid,0.0,1,1,0
223,223,applicationid,0.0,2,2,0
224,224,applogs,0.0,3,3,0
225,225,appname,0.0,1,1,0
226,226,appstate,0.0,4,4,0
227,227,are,0.0,7,7,0
228,228,around,0.0,1,1,0
229,229,array,0.0,2,2,0
230,230,arrays,0.0,5,5,0
231,231,as,0.0,8,8,0
232,232,asking,0.0,1,1,0
233,233,aslist,0.0,5,5,0
234,234,assert,0.0,27,27,0
235,235,assertarrayequals,0.0,1,1,0
236,236,assertequals,0.0,53,53,0
237,237,assertfalse,0.0,11,11,0
238,238,assertnotempty,0.0,1,1,0
239,239,assertnotequals,0.0,5,5,0
240,240,assertnull,0.0,1,1,0
241,241,assertthat,0.0,7,7,0
242,242,asserttrue,0.0,37,37,0
243,243,attemotdirpath,0.0,1,1,0
244,244,attemptdirclean,0.0,1,1,0
245,245,attemptdirempty,0.0,1,1,0
246,246,attemptdirholdbydir,0.0,1,1,0
247,247,attemptdirholdbyfile,0.0,1,1,0
248,248,attemptdirname,0.0,1,1,0
249,249,attributes,0.0,1,1,0
250,250,await,0.0,2,2,0
251,251,back,0.0,2,2,0
252,252,bar,0.0,2,2,0
253,253,based,0.0,2,2,0
254,254,basetablerw,0.0,1,1,0
255,255,baseurl,0.0,2,2,0
256,256,batch,0.0,2,2,0
257,257,batchlimit,0.0,1,1,0
258,258,be,0.0,10,10,0
259,259,because,0.0,2,2,0
260,260,been,0.0,10,10,0
261,261,before,0.0,1,1,0
262,262,beforescan,0.0,1,1,0
263,263,bit,0.0,3,3,0
264,264,bob,0.0,1,1,0
265,265,body,0.0,1,1,0
266,266,build,0.0,7,7,0
267,267,builder,0.0,1,1,0
268,268,but,0.0,1,1,0
269,269,by,0.0,4,4,0
270,270,bytes,0.0,1,1,0
271,271,c,0.0,1,1,0
272,272,c1,0.0,1,1,0
273,273,cache,0.0,3,3,0
274,274,caching,0.0,1,1,0
275,275,call,0.0,7,7,0
276,276,called,0.0,1,1,0
277,277,calls,0.0,1,1,0
278,278,cancel,0.0,2,2,0
279,279,cancelall,0.0,1,1,0
280,280,canceled,0.0,2,2,0
281,281,cancelokhttprequest,0.0,1,1,0
282,282,cancelrequest,0.0,1,1,0
283,283,case,0.0,1,1,0
284,284,cells,0.0,1,1,0
285,285,check,0.0,2,2,0
286,286,checkaccess,0.0,2,2,0
287,287,checktranslation,0.0,1,1,0
288,288,clean,0.0,5,5,0
289,289,cleaned,0.0,1,1,0
290,290,cleaner,0.0,1,1,0
291,291,cleanlogs,0.0,1,1,0
292,292,client,0.0,22,22,0
293,293,clock,0.0,1,1,0
294,294,close,0.0,12,12,0
295,295,closed,0.0,2,2,0
296,296,closereason,0.0,1,1,0
297,297,cluster,0.0,1,1,0
298,298,cluster_test_write_entity,0.0,1,1,0
299,299,clusters/cluster1/apps/app1/entities/app,0.0,4,4,0
300,300,clusters/cluster1/apps/app1/entities/app/id_1,0.0,1,1,0
301,301,colcount,0.0,1,1,0
302,302,collections,0.0,2,2,0
303,303,column,0.0,2,2,0
304,304,column2,0.0,1,1,0
305,305,column3,0.0,1,1,0
306,306,column4,0.0,1,1,0
307,307,columnname2bytes,0.0,1,1,0
308,308,columnname3bytes,0.0,1,1,0
309,309,columnname4bytes,0.0,1,1,0
310,310,columnnamebytes,0.0,1,1,0
311,311,columnrwhelper,0.0,1,1,0
312,312,com,0.0,1,1,0
313,313,commands,0.0,1,1,0
314,314,commonconfigurationkeyspublic,0.0,3,3,0
315,315,comparision,0.0,1,1,0
316,316,comparison,0.0,1,1,0
317,317,compoundvalue,0.0,1,1,0
318,318,conf,0.0,5,5,0
319,319,conf2,0.0,1,1,0
320,320,conffilters=config_1%20eq%20123%20and%20config_3%20eq%20abc,0.0,1,1,0
321,321,config,0.0,8,8,0
322,322,config_param1,0.0,1,1,0
323,323,config_param2,0.0,1,1,0
324,324,configcolumns,0.0,1,1,0
325,325,configuration,0.0,1,1,0
326,326,configurator,0.0,1,1,0
327,327,conn,0.0,13,13,0
328,328,connect,0.0,3,3,0
329,329,connectionfactory,0.0,2,2,0
330,330,connecttoserver,0.0,3,3,0
331,331,container,0.0,2,2,0
332,332,container_1_1,0.0,1,1,0
333,333,container_2_1,0.0,1,1,0
334,334,container_2_2,0.0,1,1,0
335,335,containerprovider,0.0,1,1,0
336,336,containers,0.0,1,1,0
337,337,contains,0.0,18,18,0
338,338,containskey,0.0,3,3,0
339,339,content,0.0,3,3,0
340,340,convertapplicationidtostring,0.0,1,1,0
341,341,correct,0.0,2,2,0
342,342,count,0.0,1,1,0
343,343,countdown,0.0,2,2,0
344,344,counters,0.0,1,1,0
345,345,cr,0.0,1,1,0
346,346,create,0.0,37,37,0
347,347,createandstarttimelinestore,0.0,1,1,0
348,348,createclient,0.0,21,21,0
349,349,createconnection,0.0,2,2,0
350,350,createdtimeend,0.0,1,1,0
351,351,createdtimeend=1425016502060,0.0,1,1,0
352,352,createdtimestart=,0.0,1,1,0
353,353,createdtimestart=1425016502030&createdtimeend=1425016502060,0.0,1,1,0
354,354,createentities,0.0,1,1,0
355,355,createentity,0.0,1,1,0
356,356,createfilesystem,0.0,2,2,0
357,357,createhadoopconf,0.0,3,3,0
358,358,createhttpfsserver,0.0,22,22,0
359,359,createmode,0.0,1,1,0
360,360,createremoteuser,0.0,2,2,0
361,361,createsaslaclfromcurrentuser,0.0,1,1,0
362,362,createtestfiles,0.0,1,1,0
363,363,createwithhttp,0.0,5,5,0
364,364,creating,0.0,1,1,0
365,365,creation,0.0,1,1,0
366,366,ctime,0.0,1,1,0
367,367,ctime1,0.0,1,1,0
368,368,curatorservice,0.0,1,1,0
369,369,currenttimemillis,0.0,1,1,0
370,370,custom,0.0,2,2,0
371,371,dat,0.0,1,1,0
372,372,data,0.0,4,4,0
373,373,default,0.0,9,9,0
374,374,defaultrealm,0.0,1,1,0
375,375,defaultserver,0.0,3,3,0
376,376,defspec1,0.0,2,2,0
377,377,defuser1,0.0,2,2,0
378,378,delegationtokencommontests,0.0,2,2,0
379,379,delete,0.0,7,7,0
380,380,deletesnapshot,0.0,3,3,0
381,381,delimiters,0.0,1,1,0
382,382,deployment,0.0,2,2,0
383,383,deployservlet,0.0,1,1,0
384,384,destroy,0.0,24,24,0
385,385,dfs,0.0,5,5,0
386,386,dfsdiffreport,0.0,1,1,0
387,387,did,0.0,1,1,0
388,388,diff,0.0,1,1,0
389,389,dir,0.0,10,10,0
390,390,dirpathempty,0.0,1,1,0
391,391,dirpathhold,0.0,1,1,0
392,392,dirs,0.0,1,1,0
393,393,dirscleaned,0.0,1,1,0
394,394,disabled,0.0,1,1,0
395,395,disallowsnapshot,0.0,2,2,0
396,396,dispatcher,0.0,1,1,0
397,397,doas,0.0,1,1,0
398,398,domain,0.0,1,1,0
399,399,domain_1,0.0,1,1,0
400,400,domain_id_1,0.0,1,1,0
401,401,domainloginfo,0.0,2,2,0
402,402,don,0.0,2,2,0
403,403,doneapphomedir,0.0,1,1,0
404,404,drwho,0.0,1,1,0
405,405,due,0.0,1,1,0
406,406,duration,0.0,1,1,0
407,407,e,0.0,3,3,0
408,408,e1,0.0,1,1,0
409,409,effect,0.0,1,1,0
410,410,effective,0.0,2,2,0
411,411,either,0.0,1,1,0
412,412,element,0.0,1,1,0
413,413,empty,0.0,1,1,0
414,414,enable,0.0,2,2,0
415,415,enabled,0.0,4,4,0
416,416,end,0.0,1,1,0
417,417,endpoint,0.0,1,1,0
418,418,enough,0.0,1,1,0
419,419,enqueue,0.0,2,2,0
420,420,entities,0.0,15,15,0
421,421,entities/yarn_application_attempt,0.0,1,1,0
422,422,entities/yarn_container/container_2_2,0.0,1,1,0
423,423,entities1,0.0,2,2,0
424,424,entities2,0.0,2,2,0
425,425,entity,0.0,18,18,0
426,426,entity3,0.0,1,1,0
427,427,entitycolumn,0.0,1,1,0
428,428,entitycolumnprefix,0.0,1,1,0
429,429,entitygroupfstimelinestore,0.0,1,1,0
430,430,entitygrouppluginfortest,0.0,1,1,0
431,431,entitylist,0.0,1,1,0
432,432,entitynew,0.0,2,2,0
433,433,entries,0.0,3,3,0
434,434,entry,0.0,1,1,0
435,435,entryset,0.0,1,1,0
436,436,enumset,0.0,4,4,0
437,437,environment,0.0,1,1,0
438,438,equals,0.0,2,2,0
439,439,error,0.0,1,1,0
440,440,es1,0.0,1,1,0
441,441,event_4,0.0,2,2,0
442,442,eventfilters=event_2,0.0,1,1,0
443,443,events,0.0,1,1,0
444,444,exceptions,0.0,1,1,0
445,445,execute,0.0,1,1,0
446,446,executedue,0.0,1,1,0
447,447,executequery,0.0,2,2,0
448,448,executions,0.0,1,1,0
449,449,executiontime,0.0,1,1,0
450,450,exists,0.0,2,2,0
451,451,expect,0.0,2,2,0
452,452,expected,0.0,3,3,0
453,453,expectedlogs,0.0,1,1,0
454,454,expectedpath,0.0,1,1,0
455,455,ez,0.0,1,1,0
456,456,ezfile,0.0,1,1,0
457,457,ezpath,0.0,1,1,0
458,458,fail,0.0,8,8,0
459,459,failed,0.0,2,2,0
460,460,fails,0.0,1,1,0
461,461,failureref,0.0,2,2,0
462,462,failures,0.0,1,1,0
463,463,false,0.0,2,2,0
464,464,familiar,0.0,1,1,0
465,465,family,0.0,1,1,0
466,466,far,0.0,2,2,0
467,467,fetch,0.0,1,1,0
468,468,field,0.0,2,2,0
469,469,fields,0.0,1,1,0
470,470,fields=all,0.0,1,1,0
471,471,fields=configs,0.0,1,1,0
472,472,file,0.0,4,4,0
473,473,file1,0.0,1,1,0
474,474,file2,0.0,1,1,0
475,475,filepath,0.0,1,1,0
476,476,filepathhold,0.0,1,1,0
477,477,filestatus,0.0,3,3,0
478,478,filesystem,0.0,19,19,0
479,479,filesystemcache,0.0,1,1,0
480,480,filesystemexecutor,0.0,1,1,0
481,481,filter,0.0,1,1,0
482,482,findaclwithname,0.0,2,2,0
483,483,findelement,0.0,1,1,0
484,484,finished,0.0,2,2,0
485,485,first,0.0,4,4,0
486,486,flow,0.0,2,2,0
487,487,flow1,0.0,1,1,0
488,488,flow1&eventfilters=event_2,0.0,1,1,0
489,489,flowruncolumnfamily,0.0,1,1,0
490,490,flowrunid=2ab15,0.0,1,1,0
491,491,flowrunid=a23b,0.0,1,1,0
492,492,flowruntable,0.0,1,1,0
493,493,flowruntablerw,0.0,1,1,0
494,494,flowversion,0.0,1,1,0
495,495,font-size,0.0,1,1,0
496,496,foo,0.0,4,4,0
497,497,for,0.0,4,4,0
498,498,forceclose,0.0,1,1,0
499,499,format,0.0,7,7,0
500,500,fourth,0.0,1,1,0
501,501,frequency,0.0,1,1,0
502,502,from,0.0,2,2,0
503,503,from_id,0.0,1,1,0
504,504,fromid,0.0,1,1,0
505,505,fromstring,0.0,1,1,0
506,506,fs,0.0,18,18,0
507,507,fs1,0.0,1,1,0
508,508,fs2,0.0,1,1,0
509,509,fsa,0.0,1,1,0
510,510,fsaction,0.0,2,2,0
511,511,get,0.0,25,25,0
512,512,getabout,0.0,1,1,0
513,513,getabsolutepath,0.0,3,3,0
514,514,getaclentries,0.0,2,2,0
515,515,getaclstatus,0.0,5,5,0
516,516,getappdirpath,0.0,1,1,0
517,517,getasyncremote,0.0,1,1,0
518,518,getattemptdirname,0.0,1,1,0
519,519,getbasicremote,0.0,2,2,0
520,520,getbufferpool,0.0,1,1,0
521,521,getbytes,0.0,1,1,0
522,522,getclosecode,0.0,1,1,0
523,523,getcode,0.0,1,1,0
524,524,getconfigs,0.0,4,4,0
525,525,getconfiguration,0.0,2,2,0
526,526,getcreatedtime,0.0,3,3,0
527,527,getcurrentuser,0.0,1,1,0
528,528,getcurrentusernameunencoded,0.0,1,1,0
529,529,getcurrentwindow,0.0,1,1,0
530,530,getdeclaredfield,0.0,1,1,0
531,531,getdefaultrealm,0.0,1,1,0
532,532,getdescription,0.0,1,1,0
533,533,getdir,0.0,1,1,0
534,534,getdomain,0.0,1,1,0
535,535,geteffectivepermission,0.0,2,2,0
536,536,getentities,0.0,2,2,0
537,537,getentitiesreadtosummary,0.0,1,1,0
538,538,getentity,0.0,22,22,0
539,539,getentityid,0.0,2,2,0
540,540,getentitytype,0.0,2,2,0
541,541,getevents,0.0,2,2,0
542,542,getfamilymap,0.0,1,1,0
543,543,getfile,0.0,1,1,0
544,544,getfilestatus,0.0,9,9,0
545,545,getfilesystemconfiguration,0.0,3,3,0
546,546,getgetentitytosummaryops,0.0,1,1,0
547,547,gethdfsconf,0.0,17,17,0
548,548,gethdfstestdir,0.0,1,1,0
549,549,gethomedir,0.0,1,1,0
550,550,gethostaddress,0.0,3,3,0
551,551,gethostport,0.0,3,3,0
552,552,getid,0.0,7,7,0
553,553,getinfo,0.0,4,4,0
554,554,getinputstream,0.0,5,5,0
555,555,getisrelatedtoentities,0.0,1,1,0
556,556,getjettyurl,0.0,5,5,0
557,557,getkey,0.0,1,1,0
558,558,getloginuser,0.0,5,5,0
559,559,getlogs,0.0,2,2,0
560,560,getlogsdirscleaned,0.0,1,1,0
561,561,getmessage,0.0,1,1,0
562,562,getmetrics,0.0,4,4,0
563,563,getname,0.0,3,3,0
564,564,getowner,0.0,1,1,0
565,565,getpath,0.0,1,1,0
566,566,getperms,0.0,1,1,0
567,567,getprocedure,0.0,1,1,0
568,568,getreaders,0.0,1,1,0
569,569,getrealm,0.0,1,1,0
570,570,getreason,0.0,1,1,0
571,571,getreasonphrase,0.0,1,1,0
572,572,getrelatestoentities,0.0,1,1,0
573,573,getresponse,0.0,19,19,0
574,574,getresponsecode,0.0,11,11,0
575,575,getresult,0.0,1,1,0
576,576,getresultscanner,0.0,1,1,0
577,577,getrow,0.0,1,1,0
578,578,getrowkeyprefix,0.0,1,1,0
579,579,getrules,0.0,1,1,0
580,580,getscanner,0.0,1,1,0
581,581,getscheme,0.0,1,1,0
582,582,getshortusername,0.0,1,1,0
583,583,getsnapshotdiff,0.0,1,1,0
584,584,getsnapshotdiffreport,0.0,1,1,0
585,585,getstandardtimelinegroupid,0.0,1,1,0
586,586,getstarttime,0.0,2,2,0
587,587,getstatus,0.0,11,11,0
588,588,getstring,0.0,2,2,0
589,589,gettable,0.0,1,1,0
590,590,gettablename,0.0,1,1,0
591,591,gettdmwithmemstore,0.0,4,4,0
592,592,gettdmwithstore,0.0,1,1,0
593,593,gettestdir,0.0,3,3,0
594,594,gettestrootpath,0.0,3,3,0
595,595,gettext,0.0,1,1,0
596,596,gettrashroot,0.0,1,1,0
597,597,gettype,0.0,19,19,0
598,598,getusername,0.0,4,4,0
599,599,getvalue,0.0,1,1,0
600,600,getvalues,0.0,1,1,0
601,601,getwebsocketcontainer,0.0,1,1,0
602,602,getworker,0.0,1,1,0
603,603,getxattrs,0.0,2,2,0
604,604,give,0.0,1,1,0
605,605,glarch,0.0,2,2,0
606,606,group,0.0,4,4,0
607,607,guest,0.0,1,1,0
608,608,h3#heading,0.0,1,1,0
609,609,hadoop,0.0,3,3,0
610,610,hadoopconf,0.0,3,3,0
611,611,handler,0.0,1,1,0
612,612,has,0.0,3,3,0
613,613,hasitem,0.0,1,1,0
614,614,hasmessage,0.0,2,2,0
615,615,hasrulesbeenset,0.0,1,1,0
616,616,have,0.0,16,16,0
617,617,hbaseconf,0.0,1,1,0
618,618,hbasetimelineschemautils,0.0,1,1,0
619,619,hbi,0.0,1,1,0
620,620,hdfs,0.0,1,1,0
621,621,hdfs/10,0.0,1,1,0
622,622,hello,0.0,1,1,0
623,623,here,0.0,1,1,0
624,624,hi,0.0,3,3,0
625,625,high,0.0,1,1,0
626,626,hold,0.0,1,1,0
627,627,holdbyme,0.0,1,1,0
628,628,home,0.0,1,1,0
629,629,http,0.0,22,22,0
630,630,http_ok,0.0,4,4,0
631,631,httpurlconnection,0.0,11,11,0
632,632,htu,0.0,1,1,0
633,633,i,0.0,1,1,0
634,634,id,0.0,3,3,0
635,635,id1,0.0,1,1,0
636,636,id3,0.0,1,1,0
637,637,id4,0.0,1,1,0
638,638,id5,0.0,1,1,0
639,639,id6,0.0,1,1,0
640,640,id7,0.0,1,1,0
641,641,id9,0.0,1,1,0
642,642,id_1,0.0,9,9,0
643,643,id_2,0.0,2,2,0
644,644,id_3,0.0,5,5,0
645,645,id_4,0.0,3,3,0
646,646,if,0.0,3,3,0
647,647,in,0.0,18,18,0
648,648,includes,0.0,2,2,0
649,649,incoming,0.0,1,1,0
650,650,indexof,0.0,2,2,0
651,651,info,0.0,5,5,0
652,652,infocolumns,0.0,1,1,0
653,653,infofilters=info2%20eq%203,0.0,1,1,0
654,654,infomap,0.0,1,1,0
655,655,infomap2,0.0,1,1,0
656,656,infomapkey1,0.0,1,1,0
657,657,infomapkey2,0.0,1,1,0
658,658,infomapvalue1,0.0,1,1,0
659,659,inherited,0.0,2,2,0
660,660,insensitive,0.0,1,1,0
661,661,instance,0.0,2,2,0
662,662,instanceid,0.0,1,1,0
